hid,specialty,hospital,hgroup,dm_wait,patients,wait,rptid,status_date
39,Paediatrics,Tallaght Hospital,Dublin Midlands Hospital Group,A,55,All Waiting,rpt01,30/06/2015
39,Respiratory Medicine,Tallaght Hospital,Dublin Midlands Hospital Group,A,120,All Waiting,rpt01,30/06/2015
39,Rheumatology,Tallaght Hospital,Dublin Midlands Hospital Group,A,69,All Waiting,rpt01,30/06/2015
39,Urology,Tallaght Hospital,Dublin Midlands Hospital Group,A,226,All Waiting,rpt01,30/06/2015
39,Vascular Surgery,Tallaght Hospital,Dublin Midlands Hospital Group,A,98,All Waiting,rpt01,30/06/2015
39,Small Volume Specialities,Tallaght Hospital,Dublin Midlands Hospital Group,A,7,All Waiting,rpt01,30/06/2015
42,Cardiology,University Hospital Limerick,University of Limerick Hospital Group,A,91,All Waiting,rpt01,30/06/2015
42,Dental Surgery,University Hospital Limerick,University of Limerick Hospital Group,A,32,All Waiting,rpt01,30/06/2015
42,General Surgery,University Hospital Limerick,University of Limerick Hospital Group,A,70,All Waiting,rpt01,30/06/2015
42,Gynaecology,University Hospital Limerick,University of Limerick Hospital Group,A,107,All Waiting,rpt01,30/06/2015
42,Maxillo-Facial,University Hospital Limerick,University of Limerick Hospital Group,A,272,All Waiting,rpt01,30/06/2015
42,Ophthalmology,University Hospital Limerick,University of Limerick Hospital Group,A,1230,All Waiting,rpt01,30/06/2015
42,Otolaryngology (ENT),University Hospital Limerick,University of Limerick Hospital Group,A,325,All Waiting,rpt01,30/06/2015
42,Urology,University Hospital Limerick,University of Limerick Hospital Group,A,165,All Waiting,rpt01,30/06/2015
42,Vascular Surgery,University Hospital Limerick,University of Limerick Hospital Group,A,14,All Waiting,rpt01,30/06/2015
40,Breast Surgery,University Hospital Waterford,South/South West Hospital Group,A,17,All Waiting,rpt01,30/06/2015
40,Gastro-Enterology,University Hospital Waterford,South/South West Hospital Group,A,25,All Waiting,rpt01,30/06/2015
40,Gastro-Intestinal Surgery,University Hospital Waterford,South/South West Hospital Group,A,41,All Waiting,rpt01,30/06/2015
40,General Surgery,University Hospital Waterford,South/South West Hospital Group,A,176,All Waiting,rpt01,30/06/2015
40,Gynaecology,University Hospital Waterford,South/South West Hospital Group,A,71,All Waiting,rpt01,30/06/2015
40,Ophthalmology,University Hospital Waterford,South/South West Hospital Group,A,2945,All Waiting,rpt01,30/06/2015
40,Orthopaedics,University Hospital Waterford,South/South West Hospital Group,A,109,All Waiting,rpt01,30/06/2015
40,Otolaryngology (ENT),University Hospital Waterford,South/South West Hospital Group,A,505,All Waiting,rpt01,30/06/2015
40,Pain Relief,University Hospital Waterford,South/South West Hospital Group,A,143,All Waiting,rpt01,30/06/2015
40,Urology,University Hospital Waterford,South/South West Hospital Group,A,90,All Waiting,rpt01,30/06/2015
40,Vascular Surgery,University Hospital Waterford,South/South West Hospital Group,A,123,All Waiting,rpt01,30/06/2015
40,Small Volume Specialities,University Hospital Waterford,South/South West Hospital Group,A,2,All Waiting,rpt01,30/06/2015
41,General Medicine,Wexford General Hospital,Ireland East Hospital Group,A,11,All Waiting,rpt01,30/06/2015
41,General Surgery,Wexford General Hospital,Ireland East Hospital Group,A,325,All Waiting,rpt01,30/06/2015
41,Small Volume Specialities,Wexford General Hospital,Ireland East Hospital Group,A,3,All Waiting,rpt01,30/06/2015
1,General Surgery ,Bantry General Hospital,South/South West Hospital Group,B,5,0 to 3,rpt01,30/06/2015
2,Cardiology,Beaumont Hospital,RCSI Hospitals Group,B,245,0 to 3,rpt01,30/06/2015
2,Clinical Immunology,Beaumont Hospital,RCSI Hospitals Group,B,47,0 to 3,rpt01,30/06/2015
2,Dermatology,Beaumont Hospital,RCSI Hospitals Group,B,51,0 to 3,rpt01,30/06/2015
2,Endocrinology,Beaumont Hospital,RCSI Hospitals Group,B,6,0 to 3,rpt01,30/06/2015
2,Gastro-Enterology,Beaumont Hospital,RCSI Hospitals Group,B,9,0 to 3,rpt01,30/06/2015
2,General Surgery,Beaumont Hospital,RCSI Hospitals Group,B,308,0 to 3,rpt01,30/06/2015
2,Gynaecology,Beaumont Hospital,RCSI Hospitals Group,B,33,0 to 3,rpt01,30/06/2015
2,Maxillo-Facial,Beaumont Hospital,RCSI Hospitals Group,B,0,0 to 3,rpt01,30/06/2015
2,Nephrology,Beaumont Hospital,RCSI Hospitals Group,B,18,0 to 3,rpt01,30/06/2015
2,Neurology,Beaumont Hospital,RCSI Hospitals Group,B,15,0 to 3,rpt01,30/06/2015
2,Neurosurgery,Beaumont Hospital,RCSI Hospitals Group,B,129,0 to 3,rpt01,30/06/2015
2,Orthopaedics,Beaumont Hospital,RCSI Hospitals Group,B,50,0 to 3,rpt01,30/06/2015
2,Otolaryngology (ENT),Beaumont Hospital,RCSI Hospitals Group,B,194,0 to 3,rpt01,30/06/2015
2,Pain Relief,Beaumont Hospital,RCSI Hospitals Group,B,115,0 to 3,rpt01,30/06/2015
2,Plastic Surgery,Beaumont Hospital,RCSI Hospitals Group,B,316,0 to 3,rpt01,30/06/2015
2,Respiratory Medicine,Beaumont Hospital,RCSI Hospitals Group,B,5,0 to 3,rpt01,30/06/2015
2,Urology,Beaumont Hospital,RCSI Hospitals Group,B,375,0 to 3,rpt01,30/06/2015
2,Vascular Surgery,Beaumont Hospital,RCSI Hospitals Group,B,103,0 to 3,rpt01,30/06/2015
2,Small Volume Specialities,Beaumont Hospital,RCSI Hospitals Group,B,1,0 to 3,rpt01,30/06/2015
3,Orthopaedics,Cappagh National Orthopaedic Hospital,Ireland East Hospital Group,B,776,0 to 3,rpt01,30/06/2015
4,Dermatology,Cavan General Hospital,RCSI Hospitals Group,B,5,0 to 3,rpt01,30/06/2015
4,General Medicine,Cavan General Hospital,RCSI Hospitals Group,B,13,0 to 3,rpt01,30/06/2015
4,General Surgery,Cavan General Hospital,RCSI Hospitals Group,B,205,0 to 3,rpt01,30/06/2015
4,Gynaecology,Cavan General Hospital,RCSI Hospitals Group,B,74,0 to 3,rpt01,30/06/2015
4,Otolaryngology (ENT),Cavan General Hospital,RCSI Hospitals Group,B,129,0 to 3,rpt01,30/06/2015
4,Small Volume Specialities,Cavan General Hospital,RCSI Hospitals Group,B,1,0 to 3,rpt01,30/06/2015
5,Dental Surgery,Childrens University Hospital Temple Street,Children's Hospital Group,B,14,0 to 3,rpt01,30/06/2015
5,Endocrinology,Childrens University Hospital Temple Street,Children's Hospital Group,B,6,0 to 3,rpt01,30/06/2015
5,Neurology,Childrens University Hospital Temple Street,Children's Hospital Group,B,4,0 to 3,rpt01,30/06/2015
5,Ophthalmology,Childrens University Hospital Temple Street,Children's Hospital Group,B,12,0 to 3,rpt01,30/06/2015
5,Orthopaedics,Childrens University Hospital Temple Street,Children's Hospital Group,B,144,0 to 3,rpt01,30/06/2015
5,Otolaryngology (ENT),Childrens University Hospital Temple Street,Children's Hospital Group,B,113,0 to 3,rpt01,30/06/2015
5,Paediatric Respiratory Medicine,Childrens University Hospital Temple Street,Children's Hospital Group,B,19,0 to 3,rpt01,30/06/2015
5,Paediatric Surgery,Childrens University Hospital Temple Street,Children's Hospital Group,B,25,0 to 3,rpt01,30/06/2015
5,Paediatrics,Childrens University Hospital Temple Street,Children's Hospital Group,B,2,0 to 3,rpt01,30/06/2015
5,Plastic Surgery,Childrens University Hospital Temple Street,Children's Hospital Group,B,57,0 to 3,rpt01,30/06/2015
5,Small Volume Specialities,Childrens University Hospital Temple Street,Children's Hospital Group,B,13,0 to 3,rpt01,30/06/2015
6,Cardiology,Connolly Hospital,RCSI Hospitals Group,B,54,0 to 3,rpt01,30/06/2015
6,Dermatology,Connolly Hospital,RCSI Hospitals Group,B,2,0 to 3,rpt01,30/06/2015
6,General Surgery,Connolly Hospital,RCSI Hospitals Group,B,148,0 to 3,rpt01,30/06/2015
6,Geriatric Medicine,Connolly Hospital,RCSI Hospitals Group,B,14,0 to 3,rpt01,30/06/2015
6,Orthopaedics,Connolly Hospital,RCSI Hospitals Group,B,24,0 to 3,rpt01,30/06/2015
6,Plastic Surgery,Connolly Hospital,RCSI Hospitals Group,B,18,0 to 3,rpt01,30/06/2015
6,Respiratory Medicine,Connolly Hospital,RCSI Hospitals Group,B,46,0 to 3,rpt01,30/06/2015
6,Urology,Connolly Hospital,RCSI Hospitals Group,B,64,0 to 3,rpt01,30/06/2015
6,Small Volume Specialities,Connolly Hospital,RCSI Hospitals Group,B,4,0 to 3,rpt01,30/06/2015
7,Breast Surgery,Cork University Hospital,South/South West Hospital Group,B,25,0 to 3,rpt01,30/06/2015
7,Cardiology,Cork University Hospital,South/South West Hospital Group,B,87,0 to 3,rpt01,30/06/2015
7,Cardio-Thoracic Surgery,Cork University Hospital,South/South West Hospital Group,B,23,0 to 3,rpt01,30/06/2015
7,General Surgery,Cork University Hospital,South/South West Hospital Group,B,89,0 to 3,rpt01,30/06/2015
7,Gynaecology,Cork University Hospital,South/South West Hospital Group,B,114,0 to 3,rpt01,30/06/2015
7,Neurology,Cork University Hospital,South/South West Hospital Group,B,8,0 to 3,rpt01,30/06/2015
7,Neurosurgery,Cork University Hospital,South/South West Hospital Group,B,16,0 to 3,rpt01,30/06/2015
7,Orthopaedics,Cork University Hospital,South/South West Hospital Group,B,2,0 to 3,rpt01,30/06/2015
7,Plastic Surgery,Cork University Hospital,South/South West Hospital Group,B,60,0 to 3,rpt01,30/06/2015
7,Respiratory Medicine,Cork University Hospital,South/South West Hospital Group,B,12,0 to 3,rpt01,30/06/2015
7,Urology,Cork University Hospital,South/South West Hospital Group,B,121,0 to 3,rpt01,30/06/2015
7,Vascular Surgery,Cork University Hospital,South/South West Hospital Group,B,43,0 to 3,rpt01,30/06/2015
7,Small Volume Specialities,Cork University Hospital,South/South West Hospital Group,B,2,0 to 3,rpt01,30/06/2015
23,Anaesthetics,Croom Orthopaedic Hospital,University of Limerick Hospital Group,B,147,0 to 3,rpt01,30/06/2015
23,Orthopaedics,Croom Orthopaedic Hospital,University of Limerick Hospital Group,B,117,0 to 3,rpt01,30/06/2015
23,Rheumatology,Croom Orthopaedic Hospital,University of Limerick Hospital Group,B,5,0 to 3,rpt01,30/06/2015
21,General Surgery,Ennis Hospital,University of Limerick Hospital Group,B,75,0 to 3,rpt01,30/06/2015
21,Plastic Surgery,Ennis Hospital,University of Limerick Hospital Group,B,100,0 to 3,rpt01,30/06/2015
21,Urology,Ennis Hospital,University of Limerick Hospital Group,B,119,0 to 3,rpt01,30/06/2015
21,Vascular Surgery,Ennis Hospital,University of Limerick Hospital Group,B,23,0 to 3,rpt01,30/06/2015
8,Cardiology,Galway University Hospital,Saolta University Health Care Group,B,407,0 to 3,rpt01,30/06/2015
8,Cardio-Thoracic Surgery,Galway University Hospital,Saolta University Health Care Group,B,31,0 to 3,rpt01,30/06/2015
8,Dermatology,Galway University Hospital,Saolta University Health Care Group,B,2,0 to 3,rpt01,30/06/2015
8,Endocrinology,Galway University Hospital,Saolta University Health Care Group,B,10,0 to 3,rpt01,30/06/2015
8,Gastro-Enterology,Galway University Hospital,Saolta University Health Care Group,B,4,0 to 3,rpt01,30/06/2015
8,General Medicine,Galway University Hospital,Saolta University Health Care Group,B,53,0 to 3,rpt01,30/06/2015
8,General Surgery,Galway University Hospital,Saolta University Health Care Group,B,243,0 to 3,rpt01,30/06/2015
8,Gynaecology,Galway University Hospital,Saolta University Health Care Group,B,96,0 to 3,rpt01,30/06/2015
8,Neurology,Galway University Hospital,Saolta University Health Care Group,B,39,0 to 3,rpt01,30/06/2015
8,Obstetrics,Galway University Hospital,Saolta University Health Care Group,B,4,0 to 3,rpt01,30/06/2015
8,Ophthalmology,Galway University Hospital,Saolta University Health Care Group,B,329,0 to 3,rpt01,30/06/2015
8,Oral Surgery,Galway University Hospital,Saolta University Health Care Group,B,295,0 to 3,rpt01,30/06/2015
8,Orthopaedics,Galway University Hospital,Saolta University Health Care Group,B,298,0 to 3,rpt01,30/06/2015
8,Otolaryngology (ENT),Galway University Hospital,Saolta University Health Care Group,B,179,0 to 3,rpt01,30/06/2015
8,Pain Relief,Galway University Hospital,Saolta University Health Care Group,B,111,0 to 3,rpt01,30/06/2015
8,Plastic Surgery,Galway University Hospital,Saolta University Health Care Group,B,319,0 to 3,rpt01,30/06/2015
8,Respiratory Medicine,Galway University Hospital,Saolta University Health Care Group,B,39,0 to 3,rpt01,30/06/2015
8,Urology,Galway University Hospital,Saolta University Health Care Group,B,462,0 to 3,rpt01,30/06/2015
8,Vascular Surgery,Galway University Hospital,Saolta University Health Care Group,B,75,0 to 3,rpt01,30/06/2015
8,Small Volume Specialities,Galway University Hospital,Saolta University Health Care Group,B,0,0 to 3,rpt01,30/06/2015
9,General Surgery,Kerry General Hospital,South/South West Hospital Group,B,35,0 to 3,rpt01,30/06/2015
9,Gynaecology,Kerry General Hospital,South/South West Hospital Group,B,9,0 to 3,rpt01,30/06/2015
9,Orthopaedics,Kerry General Hospital,South/South West Hospital Group,B,43,0 to 3,rpt01,30/06/2015
9,Otolaryngology (ENT),Kerry General Hospital,South/South West Hospital Group,B,10,0 to 3,rpt01,30/06/2015
9,Small Volume Specialities,Kerry General Hospital,South/South West Hospital Group,B,1,0 to 3,rpt01,30/06/2015
10,Cardiology,Letterkenny General Hospital,Saolta University Health Care Group,B,32,0 to 3,rpt01,30/06/2015
10,General Medicine,Letterkenny General Hospital,Saolta University Health Care Group,B,141,0 to 3,rpt01,30/06/2015
10,General Surgery,Letterkenny General Hospital,Saolta University Health Care Group,B,184,0 to 3,rpt01,30/06/2015
10,Gynaecology,Letterkenny General Hospital,Saolta University Health Care Group,B,119,0 to 3,rpt01,30/06/2015
10,Ophthalmology,Letterkenny General Hospital,Saolta University Health Care Group,B,3,0 to 3,rpt01,30/06/2015
10,Orthopaedics,Letterkenny General Hospital,Saolta University Health Care Group,B,140,0 to 3,rpt01,30/06/2015
10,Urology,Letterkenny General Hospital,Saolta University Health Care Group,B,37,0 to 3,rpt01,30/06/2015
10,Vascular Surgery,Letterkenny General Hospital,Saolta University Health Care Group,B,0,0 to 3,rpt01,30/06/2015
11,Orthopaedics,Lourdes Orthopaedic Hospital Kilcreene,South/South West Hospital Group,B,220,0 to 3,rpt01,30/06/2015
12,General Surgery,Louth County Hospital,RCSI Hospitals Group,B,90,0 to 3,rpt01,30/06/2015
12,Geriatric Medicine,Louth County Hospital,RCSI Hospitals Group,B,50,0 to 3,rpt01,30/06/2015
12,Gynaecology,Louth County Hospital,RCSI Hospitals Group,B,46,0 to 3,rpt01,30/06/2015
12,Ophthalmology,Louth County Hospital,RCSI Hospitals Group,B,77,0 to 3,rpt01,30/06/2015
12,Urology,Louth County Hospital,RCSI Hospitals Group,B,65,0 to 3,rpt01,30/06/2015
12,Small Volume Specialities,Louth County Hospital,RCSI Hospitals Group,B,5,0 to 3,rpt01,30/06/2015
13,General Surgery,Mallow General Hospital,South/South West Hospital Group,B,16,0 to 3,rpt01,30/06/2015
13,Small Volume Specialities,Mallow General Hospital,South/South West Hospital Group,B,7,0 to 3,rpt01,30/06/2015
14,Cardiology,Mater Misericordiae University Hospital,Ireland East Hospital Group,B,430,0 to 3,rpt01,30/06/2015
14,Cardio-Thoracic Surgery,Mater Misericordiae University Hospital,Ireland East Hospital Group,B,75,0 to 3,rpt01,30/06/2015
14,Dental Surgery,Mater Misericordiae University Hospital,Ireland East Hospital Group,B,13,0 to 3,rpt01,30/06/2015
14,Gastro-Intestinal Surgery,Mater Misericordiae University Hospital,Ireland East Hospital Group,B,104,0 to 3,rpt01,30/06/2015
14,General Surgery,Mater Misericordiae University Hospital,Ireland East Hospital Group,B,138,0 to 3,rpt01,30/06/2015
14,Gynaecology,Mater Misericordiae University Hospital,Ireland East Hospital Group,B,60,0 to 3,rpt01,30/06/2015
14,Ophthalmology,Mater Misericordiae University Hospital,Ireland East Hospital Group,B,302,0 to 3,rpt01,30/06/2015
14,Orthopaedics,Mater Misericordiae University Hospital,Ireland East Hospital Group,B,54,0 to 3,rpt01,30/06/2015
14,Otolaryngology (ENT),Mater Misericordiae University Hospital,Ireland East Hospital Group,B,103,0 to 3,rpt01,30/06/2015
14,Pain Relief,Mater Misericordiae University Hospital,Ireland East Hospital Group,B,177,0 to 3,rpt01,30/06/2015
14,Plastic Surgery,Mater Misericordiae University Hospital,Ireland East Hospital Group,B,44,0 to 3,rpt01,30/06/2015
14,Respiratory Medicine,Mater Misericordiae University Hospital,Ireland East Hospital Group,B,3,0 to 3,rpt01,30/06/2015
14,Rheumatology,Mater Misericordiae University Hospital,Ireland East Hospital Group,B,0,0 to 3,rpt01,30/06/2015
14,Urology,Mater Misericordiae University Hospital,Ireland East Hospital Group,B,298,0 to 3,rpt01,30/06/2015
14,Vascular Surgery,Mater Misericordiae University Hospital,Ireland East Hospital Group,B,104,0 to 3,rpt01,30/06/2015
14,Small Volume Specialities,Mater Misericordiae University Hospital,Ireland East Hospital Group,B,3,0 to 3,rpt01,30/06/2015
15,General Surgery,Mayo General Hospital,Saolta University Health Care Group,B,11,0 to 3,rpt01,30/06/2015
15,Gynaecology,Mayo General Hospital,Saolta University Health Care Group,B,234,0 to 3,rpt01,30/06/2015
15,Orthopaedics,Mayo General Hospital,Saolta University Health Care Group,B,345,0 to 3,rpt01,30/06/2015
15,Small Volume Specialities,Mayo General Hospital,Saolta University Health Care Group,B,0,0 to 3,rpt01,30/06/2015
16,Gastro-Enterology,Mercy University Hospital,South/South West Hospital Group,B,15,0 to 3,rpt01,30/06/2015
16,Gastro-Intestinal Surgery,Mercy University Hospital,South/South West Hospital Group,B,8,0 to 3,rpt01,30/06/2015
16,General Surgery,Mercy University Hospital,South/South West Hospital Group,B,61,0 to 3,rpt01,30/06/2015
16,Hepato-Biliary Surgery,Mercy University Hospital,South/South West Hospital Group,B,35,0 to 3,rpt01,30/06/2015
16,Ophthalmology,Mercy University Hospital,South/South West Hospital Group,B,3,0 to 3,rpt01,30/06/2015
16,Pain Relief,Mercy University Hospital,South/South West Hospital Group,B,189,0 to 3,rpt01,30/06/2015
16,Respiratory Medicine,Mercy University Hospital,South/South West Hospital Group,B,26,0 to 3,rpt01,30/06/2015
16,Urology,Mercy University Hospital,South/South West Hospital Group,B,167,0 to 3,rpt01,30/06/2015
16,Vascular Surgery,Mercy University Hospital,South/South West Hospital Group,B,22,0 to 3,rpt01,30/06/2015
16,Small Volume Specialities,Mercy University Hospital,South/South West Hospital Group,B,9,0 to 3,rpt01,30/06/2015
17,General Medicine,Midland Regional Hospital Mullingar,Ireland East Hospital Group,B,54,0 to 3,rpt01,30/06/2015
17,General Surgery,Midland Regional Hospital Mullingar,Ireland East Hospital Group,B,47,0 to 3,rpt01,30/06/2015
17,Gynaecology,Midland Regional Hospital Mullingar,Ireland East Hospital Group,B,85,0 to 3,rpt01,30/06/2015
18,General Surgery,Midland Regional Hospital Portlaoise,Dublin Midlands Hospital Group,B,38,0 to 3,rpt01,30/06/2015
18,Gynaecology,Midland Regional Hospital Portlaoise,Dublin Midlands Hospital Group,B,24,0 to 3,rpt01,30/06/2015
18,Pain Relief,Midland Regional Hospital Portlaoise,Dublin Midlands Hospital Group,B,5,0 to 3,rpt01,30/06/2015
18,Urology,Midland Regional Hospital Portlaoise,Dublin Midlands Hospital Group,B,64,0 to 3,rpt01,30/06/2015
18,Small Volume Specialities,Midland Regional Hospital Portlaoise,Dublin Midlands Hospital Group,B,1,0 to 3,rpt01,30/06/2015
19,Cardiology,Midland Regional Hospital Tullamore,Dublin Midlands Hospital Group,B,26,0 to 3,rpt01,30/06/2015
19,Dental Surgery,Midland Regional Hospital Tullamore,Dublin Midlands Hospital Group,B,5,0 to 3,rpt01,30/06/2015
19,General Medicine,Midland Regional Hospital Tullamore,Dublin Midlands Hospital Group,B,5,0 to 3,rpt01,30/06/2015
19,General Surgery,Midland Regional Hospital Tullamore,Dublin Midlands Hospital Group,B,68,0 to 3,rpt01,30/06/2015
19,Orthopaedics,Midland Regional Hospital Tullamore,Dublin Midlands Hospital Group,B,277,0 to 3,rpt01,30/06/2015
19,Otolaryngology (ENT),Midland Regional Hospital Tullamore,Dublin Midlands Hospital Group,B,287,0 to 3,rpt01,30/06/2015
19,Radiology,Midland Regional Hospital Tullamore,Dublin Midlands Hospital Group,B,3,0 to 3,rpt01,30/06/2015
24,General Surgery,Naas General Hospital,Dublin Midlands Hospital Group,B,74,0 to 3,rpt01,30/06/2015
24,Small Volume Specialities,Naas General Hospital,Dublin Midlands Hospital Group,B,0,0 to 3,rpt01,30/06/2015
22,Dermatology,Nenagh Hospital,University of Limerick Hospital Group,B,10,0 to 3,rpt01,30/06/2015
22,General Surgery,Nenagh Hospital,University of Limerick Hospital Group,B,317,0 to 3,rpt01,30/06/2015
22,Maxillo-Facial,Nenagh Hospital,University of Limerick Hospital Group,B,10,0 to 3,rpt01,30/06/2015
22,Orthopaedics,Nenagh Hospital,University of Limerick Hospital Group,B,3,0 to 3,rpt01,30/06/2015
22,Urology,Nenagh Hospital,University of Limerick Hospital Group,B,33,0 to 3,rpt01,30/06/2015
22,Vascular Surgery,Nenagh Hospital,University of Limerick Hospital Group,B,26,0 to 3,rpt01,30/06/2015
25,General Surgery,Our Lady of Lourdes Hospital Drogheda,RCSI Hospitals Group,B,91,0 to 3,rpt01,30/06/2015
25,Gynaecology,Our Lady of Lourdes Hospital Drogheda,RCSI Hospitals Group,B,53,0 to 3,rpt01,30/06/2015
25,Otolaryngology (ENT),Our Lady of Lourdes Hospital Drogheda,RCSI Hospitals Group,B,73,0 to 3,rpt01,30/06/2015
25,Urology,Our Lady of Lourdes Hospital Drogheda,RCSI Hospitals Group,B,84,0 to 3,rpt01,30/06/2015
25,Small Volume Specialities,Our Lady of Lourdes Hospital Drogheda,RCSI Hospitals Group,B,5,0 to 3,rpt01,30/06/2015
26,Cardio-Thoracic Surgery,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,B,36,0 to 3,rpt01,30/06/2015
26,Dental Surgery,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,B,56,0 to 3,rpt01,30/06/2015
26,Dermatology,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,B,8,0 to 3,rpt01,30/06/2015
26,General Medicine,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,B,7,0 to 3,rpt01,30/06/2015
26,General Surgery,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,B,80,0 to 3,rpt01,30/06/2015
26,Maxillo-Facial,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,B,8,0 to 3,rpt01,30/06/2015
26,Ophthalmology,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,B,74,0 to 3,rpt01,30/06/2015
26,Orthopaedics,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,B,169,0 to 3,rpt01,30/06/2015
26,Otolaryngology (ENT),Our Lady's Children's Hospital Crumlin,Children's Hospital Group,B,107,0 to 3,rpt01,30/06/2015
26,Paed Cardiology,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,B,105,0 to 3,rpt01,30/06/2015
26,Paediatrics,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,B,96,0 to 3,rpt01,30/06/2015
26,Plastic Surgery,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,B,58,0 to 3,rpt01,30/06/2015
26,Respiratory Medicine,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,B,87,0 to 3,rpt01,30/06/2015
26,Rheumatology,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,B,29,0 to 3,rpt01,30/06/2015
26,Small Volume Specialities,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,B,6,0 to 3,rpt01,30/06/2015
27,General Surgery ,Our Lady's Hospital Navan,Ireland East Hospital Group,B,6,0 to 3,rpt01,30/06/2015
27,Orthopaedics ,Our Lady's Hospital Navan,Ireland East Hospital Group,B,241,0 to 3,rpt01,30/06/2015
27,Small Volume Specialities ,Our Lady's Hospital Navan,Ireland East Hospital Group,B,3,0 to 3,rpt01,30/06/2015
29,General Surgery,Roscommon County Hospital,Saolta University Health Care Group,B,13,0 to 3,rpt01,30/06/2015
29,Plastic Surgery,Roscommon County Hospital,Saolta University Health Care Group,B,331,0 to 3,rpt01,30/06/2015
29,Vascular Surgery,Roscommon County Hospital,Saolta University Health Care Group,B,8,0 to 3,rpt01,30/06/2015
30,Ophthalmology,Royal Victoria Eye and Ear Hospital,Ireland East Hospital Group,B,634,0 to 3,rpt01,30/06/2015
30,Otolaryngology (ENT),Royal Victoria Eye and Ear Hospital,Ireland East Hospital Group,B,110,0 to 3,rpt01,30/06/2015
32,Dermatology,South Infirmary Victoria University Hospital,South/South West Hospital Group,B,26,0 to 3,rpt01,30/06/2015
32,General Surgery,South Infirmary Victoria University Hospital,South/South West Hospital Group,B,76,0 to 3,rpt01,30/06/2015
32,Gynaecology,South Infirmary Victoria University Hospital,South/South West Hospital Group,B,8,0 to 3,rpt01,30/06/2015
32,Ophthalmology,South Infirmary Victoria University Hospital,South/South West Hospital Group,B,276,0 to 3,rpt01,30/06/2015
32,Orthopaedics,South Infirmary Victoria University Hospital,South/South West Hospital Group,B,108,0 to 3,rpt01,30/06/2015
32,Otolaryngology (ENT),South Infirmary Victoria University Hospital,South/South West Hospital Group,B,256,0 to 3,rpt01,30/06/2015
32,Pain Relief,South Infirmary Victoria University Hospital,South/South West Hospital Group,B,46,0 to 3,rpt01,30/06/2015
32,Plastic Surgery,South Infirmary Victoria University Hospital,South/South West Hospital Group,B,139,0 to 3,rpt01,30/06/2015
32,Small Volume Specialities,South Infirmary Victoria University Hospital,South/South West Hospital Group,B,3,0 to 3,rpt01,30/06/2015
33,General Surgery,South Tipperary General Hospital,South/South West Hospital Group,B,103,0 to 3,rpt01,30/06/2015
33,Gynaecology,South Tipperary General Hospital,South/South West Hospital Group,B,7,0 to 3,rpt01,30/06/2015
33,Small Volume Specialities,South Tipperary General Hospital,South/South West Hospital Group,B,2,0 to 3,rpt01,30/06/2015
34,General Surgery,St. Columcille's Hospital,Ireland East Hospital Group,B,23,0 to 3,rpt01,30/06/2015
34,Urology,St. Columcille's Hospital,Ireland East Hospital Group,B,17,0 to 3,rpt01,30/06/2015
34,Small Volume Specialities,St. Columcille's Hospital,Ireland East Hospital Group,B,4,0 to 3,rpt01,30/06/2015
35,Cardiology,St. James's Hospital,Dublin Midlands Hospital Group,B,62,0 to 3,rpt01,30/06/2015
35,Cardio-Thoracic Surgery,St. James's Hospital,Dublin Midlands Hospital Group,B,24,0 to 3,rpt01,30/06/2015
35,Dermatology,St. James's Hospital,Dublin Midlands Hospital Group,B,23,0 to 3,rpt01,30/06/2015
35,General Surgery,St. James's Hospital,Dublin Midlands Hospital Group,B,217,0 to 3,rpt01,30/06/2015
35,Geriatric Medicine,St. James's Hospital,Dublin Midlands Hospital Group,B,87,0 to 3,rpt01,30/06/2015
35,Gynaecology,St. James's Hospital,Dublin Midlands Hospital Group,B,16,0 to 3,rpt01,30/06/2015
35,Maxillo-Facial,St. James's Hospital,Dublin Midlands Hospital Group,B,57,0 to 3,rpt01,30/06/2015
35,Orthopaedics,St. James's Hospital,Dublin Midlands Hospital Group,B,103,0 to 3,rpt01,30/06/2015
35,Otolaryngology (ENT),St. James's Hospital,Dublin Midlands Hospital Group,B,97,0 to 3,rpt01,30/06/2015
35,Pain Relief,St. James's Hospital,Dublin Midlands Hospital Group,B,150,0 to 3,rpt01,30/06/2015
35,Plastic Surgery,St. James's Hospital,Dublin Midlands Hospital Group,B,271,0 to 3,rpt01,30/06/2015
35,Respiratory Medicine,St. James's Hospital,Dublin Midlands Hospital Group,B,1,0 to 3,rpt01,30/06/2015
35,Urology,St. James's Hospital,Dublin Midlands Hospital Group,B,90,0 to 3,rpt01,30/06/2015
